OGID	OG_Merge_Status	phyloOGID(s)	synteOGID(s)	paternalDiploid	tetraploid	maternalDiploid	numSeqs_paternalDiploid	numSeqs_tetraploid	numSeqs_maternalDiploid	numSeqs_total	numSpecies	Assignment_Genome	Targeting	CyMIRA_interaction	CyMIRA_subInteraction	PHY_taxon_composition	PHY_top	PHY_BS_support	PHY_paternal_homeolog_in_tet	PHY_maternal_homeolog_in_tet
OG13819	Overlapping	OG0015761.0	OG0016408		AUR62002531	"Cpallidicaule_CP011501,Cpallidicaule_CP011602"	0	1	2	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13820	Ortho1-specific	OG0015770.0	N/A	"Csuecicum_BBB13736,Csuecicum_BBB14970"		Cpallidicaule_CP022500	2	0	1	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13821	Ortho1-specific	OG0015771.0	N/A	"Csuecicum_BBB14624,Csuecicum_BBB17616"		Cpallidicaule_CP001372	2	0	1	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13822	Overlapping	"OG0015772.0,OG0000780.0"	OG0014153	"Csuecicum_BBB06528,Csuecicum_BBB14637,Csuecicum_BBB15605,Csuecicum_BBB15631"	"AUR62007347,AUR62019431,AUR62031013,AUR62031015,AUR62031016,AUR62034796"	"Cpallidicaule_CP009752,Cpallidicaule_CP009754"	4	6	2	12	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13823	Ortho1-specific	OG0015777.0	N/A	"Csuecicum_BBB07408,Csuecicum_BBB10220"		Cpallidicaule_CP013060	2	0	1	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13824	Ortho1-specific	OG0015779.0	N/A	Csuecicum_BBB07605		"Cpallidicaule_CP000666,Cpallidicaule_CP012933"	1	0	2	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13825	Overlapping	OG0015780.0	OG0002571	"Csuecicum_BBB07747,Csuecicum_BBB07746"		"Cpallidicaule_CP013029,Cpallidicaule_CP013030"	2	0	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13826	Overlapping	OG0015781.0	OG0017495	Csuecicum_BBB02047		"Cpallidicaule_CP007312,Cpallidicaule_CP022659"	1	0	2	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13827	Overlapping	OG0015782.0	OG0015945	Csuecicum_BBB07927		"Cpallidicaule_CP004623,Cpallidicaule_CP008075"	1	0	2	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13828	Overlapping	OG0015787.0	OG0001389	"Csuecicum_BBB17656,Csuecicum_BBB17657,Csuecicum_BBB17655"	AUR62020504	"Cpallidicaule_CP009987,Cpallidicaule_CP009988"	3	1	2	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13829	Identical	OG0015789.0	OG0012750	Csuecicum_BBB17841		"Cpallidicaule_CP003599,Cpallidicaule_CP003600"	1	0	2	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13830	Overlapping	OG0015791.0	OG0016426	Csuecicum_BBB02721		"Cpallidicaule_CP011884,Cpallidicaule_CP015763"	1	0	2	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13831	Overlapping	OG0015795.0	OG0014567	Csuecicum_BBB10804		"Cpallidicaule_CP013908,Cpallidicaule_CP013909"	1	0	2	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13832	Overlapping	OG0015797.0	OG0016069	"Csuecicum_BBB13730,Csuecicum_BBB20452,Csuecicum_BBB20451"		Cpallidicaule_CP015498	3	0	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13833	Identical	OG0015799.0	OG0013900	Csuecicum_BBB04378		"Cpallidicaule_CP021603,Cpallidicaule_CP021604"	1	0	2	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13834	Overlapping	OG0015800.0	OG0011721	"Csuecicum_BBB04501,Csuecicum_BBB21836"	AUR62032250	Cpallidicaule_CP002624	2	1	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13835	Overlapping	OG0015801.0	OG0016435	Csuecicum_BBB05030		"Cpallidicaule_CP012149,Cpallidicaule_CP012152"	1	0	2	3	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13836	Ortho1-specific	OG0003993.0	N/A		"AUR62006470,AUR62018145,AUR62028445"	Cpallidicaule_CP017738	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13837	Overlapping	OG0004192.0	OG0013173	Csuecicum_BBB14991	"AUR62026950,AUR62043278,AUR62043427"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13838	Ortho1-specific	OG0004217.0	N/A		"AUR62035201,AUR62043907,AUR62044156"	Cpallidicaule_CP022305	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13839	Overlapping	OG0004236.0	OG0016631	Csuecicum_BBB10109	"AUR62034248,AUR62034251,AUR62044364"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13840	Overlapping	OG0004253.0	OG0014651		"AUR62028277,AUR62038658,AUR62043546"	Cpallidicaule_CP007122	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13841	Overlapping	OG0004255.0	OG0016893		"AUR62024835,AUR62038922,AUR62038997"	Cpallidicaule_CP020727	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13842	Overlapping	OG0004289.0	OG0014468	Csuecicum_BBB00660	"AUR62008180,AUR62028761,AUR62032481"		1	3	0	4	2	tetraploid	Dual-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG13843	Overlapping	OG0004290.0	OG0014761		"AUR62030219,AUR62032486,AUR62042241"	Cpallidicaule_CP003761	0	3	1	4	2	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG13844	Overlapping	OG0004361.0	OG0001846	Csuecicum_BBB04712	"AUR62016139,AUR62042954,AUR62043774,AUR62016140"	Cpallidicaule_CP012749	1	4	1	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13845	Overlapping	OG0004488.0	OG0012465		"AUR62032207,AUR62043379,AUR62043864"	Cpallidicaule_CP001863	0	3	1	4	2	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG13846	Overlapping	OG0004490.0	OG0002146	Csuecicum_BBB09218	"AUR62032216,AUR62043310,AUR62044212"	"Cpallidicaule_CP001854,Cpallidicaule_CP001855"	1	3	2	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13847	Overlapping	OG0004719.0	OG0004670	Csuecicum_BBB10605	"AUR62005495,AUR62012694,AUR62024246"	Cpallidicaule_CP003246	1	3	1	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13848	Overlapping	OG0004974.0	OG0016576	Csuecicum_BBB02609	"AUR62010225,AUR62010229,AUR62010232"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13849	Overlapping	OG0005061.0	OG0016924		"AUR62010454,AUR62015123,AUR62043837"	Cpallidicaule_CP020197	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13850	Ortho1-specific	OG0005230.0	N/A		"AUR62027491,AUR62028429,AUR62040797"	Cpallidicaule_CP011256	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13851	Ortho1-specific	OG0005255.0	N/A		"AUR62034328,AUR62034949,AUR62035456"	Cpallidicaule_CP013557	0	3	1	4	2	maternalDiploid	Plastid-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG13852	Overlapping	OG0005317.0	OG0013347	Csuecicum_BBB10263	"AUR62009009,AUR62023293,AUR62043979"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13853	Identical	OG0005419.0	OG0007072		"AUR62020304,AUR62035216,AUR62037696"	Cpallidicaule_CP015482	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13854	Ortho1-specific	OG0005843.0	N/A	Csuecicum_BBB19903	"AUR62022286,AUR62024780,AUR62039442"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13855	Overlapping	OG0005964.0	OG0014423	"Csuecicum_BBB12792,Csuecicum_BBB16615"	"AUR62029690,AUR62038852,AUR62039604"		2	3	0	5	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13856	Ortho1-specific	OG0006007.0	N/A	Csuecicum_BBB16444	"AUR62015718,AUR62038216,AUR62041989"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13857	Overlapping	OG0006079.0	"OG0014393,OG0015199"	"Csuecicum_BBB15083,Csuecicum_BBB21738"	"AUR62037811,AUR62042822,AUR62042823,AUR62042824"		2	4	0	6	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13858	Overlapping	OG0006082.0	"OG0012617,OG0012685"	"Csuecicum_BBB07339,Csuecicum_BBB17698"	"AUR62014277,AUR62015144,AUR62017603,AUR62034161"		2	4	0	6	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13859	Overlapping	OG0006252.0	OG0011968		"AUR62004662,AUR62012288,AUR62023579"	Cpallidicaule_CP015357	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13860	Ortho1-specific	OG0006726.0	N/A	Csuecicum_BBB20900	"AUR62008673,AUR62036621,AUR62041885"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13861	Overlapping	OG0006823.0	OG0012575	Csuecicum_BBB15156	"AUR62036266,AUR62039716,AUR62044614"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13862	Overlapping	OG0006834.0	OG0015872		"AUR62009129,AUR62039126,AUR62044310"	Cpallidicaule_CP022331	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13863	Overlapping	OG0006845.0	OG0014655		"AUR62030119,AUR62030120,AUR62042518"	Cpallidicaule_CP006369	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13864	Overlapping	OG0007611.0	OG0012115	Csuecicum_BBB02085	"AUR62007427,AUR62010960,AUR62021470"		1	3	0	4	2	tetraploid	Dual-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG13865	Overlapping	OG0007860.0	OG0012546	Csuecicum_BBB10472	"AUR62030693,AUR62030698,AUR62036339"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13866	Overlapping	OG0007928.0	OG0014080	Csuecicum_BBB21103	"AUR62001084,AUR62004875,AUR62037608"		1	3	0	4	2	tetraploid	Dual-targeted_Interacting	"mt-PPR,pt-PPR"	N/A	NA	NA	NA	NA	NA
OG13867	Overlapping	OG0007996.0	"OG0010509,OG0000954"	"Csuecicum_BBB19277,Csuecicum_BBB19276"	"AUR62002129,AUR62015263,AUR62018065,AUR62002126,AUR62002127,AUR62002128,AUR62018064"	"Cpallidicaule_CP011249,Cpallidicaule_CP011250"	2	7	2	11	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13868	Overlapping	"OG0008177.0,OG0008176.0"	"OG0000118,OG0016998"		"AUR62000158,AUR62039857,AUR62039858,AUR62000155,AUR62000156,AUR62000157,AUR62039854,AUR62039855,AUR62039856,AUR62039859,AUR62039860,AUR62000159"	"Cpallidicaule_CP008028,Cpallidicaule_CP008026,Cpallidicaule_CP008027,Cpallidicaule_CP008029"	0	12	4	16	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13869	Overlapping	OG0008268.0	OG0001886	"Csuecicum_BBB00616,Csuecicum_BBB00617"	"AUR62000380,AUR62006733,AUR62006735,AUR62006732"		2	4	0	6	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13870	Overlapping	OG0008508.0	OG0014092		"AUR62000969,AUR62000970,AUR62004996"	Cpallidicaule_CP008877	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13871	Ortho1-specific	OG0008533.0	N/A		"AUR62001032,AUR62014098,AUR62015349"	Cpallidicaule_CP009475	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13872	Overlapping	OG0008558.0	OG0006463	Csuecicum_BBB15317	"AUR62034122,AUR62041289,AUR62042863"	Cpallidicaule_CP009500	1	3	1	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13873	Overlapping	OG0008692.0	"OG0013822,OG0014204"	"Csuecicum_BBB10009,Csuecicum_BBB09717"	"AUR62018406,AUR62021037,AUR62039257,AUR62039256"		2	4	0	6	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13874	Identical	OG0008882.0	OG0006376		"AUR62036330,AUR62038433,AUR62038434"	Cpallidicaule_CP001155	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13875	Overlapping	OG0009055.0	OG0012397		"AUR62003589,AUR62017902,AUR62043562"	Cpallidicaule_CP004907	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13876	Ortho1-specific	OG0009105.0	N/A	Csuecicum_BBB21283	"AUR62003697,AUR62009529,AUR62009530"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13877	Overlapping	OG0009366.0	OG0004349	Csuecicum_BBB02065	"AUR62010978,AUR62021487,AUR62028960,AUR62010972"	Cpallidicaule_CP007541	1	4	1	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13878	Ortho1-specific	OG0009787.0	N/A		"AUR62015258,AUR62037365,AUR62037453"	Cpallidicaule_CP009211	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13879	Ortho1-specific	OG0009847.0	N/A	Csuecicum_BBB09886	"AUR62033846,AUR62035452,AUR62039546"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13880	Overlapping	OG0009853.0	OG0015676	Csuecicum_BBB12829	"AUR62029509,AUR62033854,AUR62041669"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13881	Overlapping	OG0009993.0	OG0015762		"AUR62001200,AUR62001237,AUR62022108"	Cpallidicaule_CP019180	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13882	Overlapping	"OG0010139.0,OG0000912.0,OG0000736.0"	OG0014201	"Csuecicum_BBB19902,Csuecicum_BBB13846,Csuecicum_BBB17315,Csuecicum_BBB17509,Csuecicum_BBB20521,Csuecicum_BBB21252"	"AUR62022287,AUR62024081,AUR62040068,AUR62027660,AUR62031355,AUR62031357,AUR62035727,AUR62035794,AUR62040386,AUR62042306,AUR62044231,AUR62022285,AUR62024779,AUR62025805,AUR62037452"		6	15	0	21	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13883	Overlapping	OG0010388.0	OG0012316		"AUR62027172,AUR62027173,AUR62044737"	Cpallidicaule_CP004605	0	3	1	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13884	Ortho1-specific	OG0010433.0	N/A	Csuecicum_BBB05346	"AUR62009296,AUR62041710,AUR62043391"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13885	Identical	OG0010982.0	OG0006619	Csuecicum_BBB17681	"AUR62017534,AUR62017535,AUR62017536"		1	3	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13886	Overlapping	OG0011037.0	OG0011845		"AUR62034865,AUR62034874,AUR62034901"	"Cpallidicaule_CP013963,Cpallidicaule_CP013964,Cpallidicaule_CP013965"	0	3	3	6	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13887	Ortho1-specific	OG0003596.0	N/A	"Csuecicum_BBB18527,Csuecicum_BBB20700"	"AUR62002939,AUR62041491"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13888	Overlapping	OG0003787.0	OG0013731		"AUR62005950,AUR62030651,AUR62028115"	"Cpallidicaule_CP012182,Cpallidicaule_CP015647"	0	3	2	5	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13889	Overlapping	OG0003909.0	OG0015702		"AUR62006263,AUR62028513"	"Cpallidicaule_CP017958,Cpallidicaule_CP019544"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13890	Overlapping	OG0003975.0	OG0013141	"Csuecicum_BBB08526,Csuecicum_BBB08800"	"AUR62006442,AUR62029795"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13891	Overlapping	OG0004124.0	OG0016123	"Csuecicum_BBB05815,Csuecicum_BBB10991"	"AUR62013071,AUR62013079"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13892	Overlapping	OG0004194.0	OG0001218	"Csuecicum_BBB14800,Csuecicum_BBB21408,Csuecicum_BBB21573"	"AUR62042663,AUR62043279,AUR62038390,AUR62041857"	Cpallidicaule_CP016355	3	4	1	8	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13893	Overlapping	OG0004208.0	OG0016512	"Csuecicum_BBB16964,Csuecicum_BBB20618"	"AUR62032033,AUR62038974,AUR62032741"		2	3	0	5	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13894	Overlapping	"OG0004310.0,OG0000084.0"	"OG0014261,OG0014835"	"Csuecicum_BBB09641,Csuecicum_BBB15568"	"AUR62027534,AUR62035257,AUR62008575,AUR62027535"	"Cpallidicaule_CP001456,Cpallidicaule_CP001457,Cpallidicaule_CP001458,Cpallidicaule_CP001459,Cpallidicaule_CP001483,Cpallidicaule_CP001484,Cpallidicaule_CP001485,Cpallidicaule_CP002781,Cpallidicaule_CP003234,Cpallidicaule_CP003641,Cpallidicaule_CP003709,Cpallidicaule_CP003710,Cpallidicaule_CP004547,Cpallidicaule_CP004548,Cpallidicaule_CP004549,Cpallidicaule_CP006492,Cpallidicaule_CP006493,Cpallidicaule_CP011319,Cpallidicaule_CP012156,Cpallidicaule_CP013302,Cpallidicaule_CP013669,Cpallidicaule_CP016584,Cpallidicaule_CP017970,Cpallidicaule_CP018407,Cpallidicaule_CP018756,Cpallidicaule_CP019896,Cpallidicaule_CP020302,Cpallidicaule_CP020303"	2	4	28	34	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13895	Overlapping	OG0004348.0	OG0012041		"AUR62027683,AUR62031212"	"Cpallidicaule_CP006225,Cpallidicaule_CP006226"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13896	Ortho1-specific	OG0004398.0	N/A		"AUR62034182,AUR62044719"	"Cpallidicaule_CP002314,Cpallidicaule_CP022468"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13897	Overlapping	OG0004443.0	OG0016823		"AUR62040766,AUR62041782"	"Cpallidicaule_CP009351,Cpallidicaule_CP018399"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13898	Overlapping	OG0004505.0	OG0013929		"AUR62035515,AUR62043496"	"Cpallidicaule_CP009430,Cpallidicaule_CP009439"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13899	Ortho1-specific	OG0004690.0	N/A	"Csuecicum_BBB15777,Csuecicum_BBB20707"	"AUR62005398,AUR62043556"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13900	Overlapping	OG0004721.0	"OG0012193,OG0016757"	"Csuecicum_BBB02804,Csuecicum_BBB10612"	"AUR62005500,AUR62024240,AUR62005279"		2	3	0	5	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13901	Overlapping	OG0004738.0	"OG0014779,OG0015766"		"AUR62001262,AUR62005537"	"Cpallidicaule_CP003199,Cpallidicaule_CP019244"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13902	Overlapping	OG0004760.0	OG0012203		"AUR62005589,AUR62005590"	"Cpallidicaule_CP003144,Cpallidicaule_CP003146"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13903	Overlapping	OG0004882.0	OG0000794	"Csuecicum_BBB02976,Csuecicum_BBB02977"	"AUR62005860,AUR62005861,AUR62032852,AUR62032853"	"Cpallidicaule_CP002873,Cpallidicaule_CP002874"	2	4	2	8	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13904	Overlapping	OG0004985.0	"OG0016275,OG0013564"	"Csuecicum_BBB07197,Csuecicum_BBB07202,Csuecicum_BBB07201"	"AUR62010299,AUR62039088,AUR62039087"		3	3	0	6	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13905	Overlapping	OG0005293.0	OG0010689	"Csuecicum_BBB12837,Csuecicum_BBB19268,Csuecicum_BBB19287"	"AUR62029380,AUR62034256"		3	2	0	5	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13906	Overlapping	OG0005298.0	OG0017588	"Csuecicum_BBB15723,Csuecicum_BBB15724"	"AUR62034273,AUR62034276"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13907	Overlapping	OG0005299.0	"OG0015235,OG0016641,OG0017378"	"Csuecicum_BBB06301,Csuecicum_BBB20906,Csuecicum_BBB18439,Csuecicum_BBB06302"	"AUR62017483,AUR62034279,AUR62033066"		4	3	0	7	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13908	Identical	OG0005912.0	OG0008758	"Csuecicum_BBB11980,Csuecicum_BBB11981"	"AUR62024941,AUR62030603"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13909	Overlapping	OG0005995.0	OG0017562	"Csuecicum_BBB14684,Csuecicum_BBB21794"	"AUR62015626,AUR62018146"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13910	Ortho1-specific	OG0006032.0	N/A	"Csuecicum_BBB13088,Csuecicum_BBB16506"	"AUR62025816,AUR62042257"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13911	Ortho1-specific	OG0006282.0	N/A	"Csuecicum_BBB10431,Csuecicum_BBB16913"	"AUR62013260,AUR62044123"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13912	Ortho1-specific	OG0006833.0	N/A		"AUR62012038,AUR62039118"	"Cpallidicaule_CP002348,Cpallidicaule_CP016196"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13913	Overlapping	OG0006881.0	OG0011727	"Csuecicum_BBB01171,Csuecicum_BBB04516"	"AUR62011954,AUR62032267"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13914	Overlapping	OG0007169.0	OG0012524		"AUR62007289,AUR62018717"	"Cpallidicaule_CP000194,Cpallidicaule_CP000434"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13915	Overlapping	OG0007324.0	OG0012731	"Csuecicum_BBB01754,Csuecicum_BBB20671"	"AUR62015003,AUR62029119"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13916	Ortho1-specific	OG0007359.0	N/A	"Csuecicum_BBB17193,Csuecicum_BBB19961"	"AUR62016252,AUR62021796"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13917	Overlapping	OG0007931.0	OG0001024	Csuecicum_BBB03849	"AUR62011984,AUR62011985,AUR62032296"	"Cpallidicaule_CP002577,Cpallidicaule_CP002578"	1	3	2	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13918	Overlapping	OG0007936.0	OG0009720	"Csuecicum_BBB13043,Csuecicum_BBB18617"	"AUR62012003,AUR62015336"	Cpallidicaule_CP010980	2	2	1	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13919	Ortho1-specific	OG0008583.0	N/A		"AUR62019466,AUR62025158"	"Cpallidicaule_CP003961,Cpallidicaule_CP004590"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13920	Overlapping	OG0008618.0	OG0015093	"Csuecicum_BBB10724,Csuecicum_BBB21500"	"AUR62004755,AUR62019564"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13921	Ortho1-specific	OG0008718.0	N/A		"AUR62026821,AUR62042353"	"Cpallidicaule_CP017618,Cpallidicaule_CP022440"	0	2	2	4	2	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG13922	Identical	OG0008815.0	OG0011600	"Csuecicum_BBB08963,Csuecicum_BBB08964"	"AUR62023849,AUR62023850"		2	2	0	4	2	tetraploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
